,informant,start,end,filename,corpus,text,gender,age
Sib_07-f_135.5_135.95,Sib_07-f,135.5,135.95,./trimmed/Sib_07-f_135.5_135.95.wav,standart,Достаточно?,f,42
Sib_07-f_135.95_137.06,Sib_07-f,135.95,137.06,./trimmed/Sib_07-f_135.95_137.06.wav,standart,∙∙ Ну всё.,f,42
Sib_08-f_0.0_0.64,Sib_08-f,0.0,0.64,./trimmed/Sib_08-f_0.0_0.64.wav,standart,∙∙ Ну что.,f,48
Sib_08-f_0.64_2.57,Sib_08-f,0.64,2.57,./trimmed/Sib_08-f_0.64_2.57.wav,standart,"∙∙ Бывают самые интересные истории,",f,48
Sib_08-f_2.57_4.68,Sib_08-f,2.57,4.68,./trimmed/Sib_08-f_2.57_4.68.wav,standart,∙∙ про животных и про детей.,f,48
Sib_08-f_4.68_6.36,Sib_08-f,4.68,6.36,./trimmed/Sib_08-f_4.68_6.36.wav,standart,∙∙∙ Что тебе рассказать:,f,48
Sib_08-f_6.36_7.88,Sib_08-f,6.36,7.88,./trimmed/Sib_08-f_6.36_7.88.wav,standart,про животных или про детей?,f,48
Sib_08-f_7.88_11.07,Sib_08-f,7.88,11.07,./trimmed/Sib_08-f_7.88_11.07.wav,standart,∙∙∙∙ Или про детей вместе с животными?,f,48
Sib_08-f_11.07_13.37,Sib_08-f,11.07,13.37,./trimmed/Sib_08-f_11.07_13.37.wav,standart,"∙∙∙ {СМЕХ} ∙∙∙∙ [∙∙∙] ∙∙ Ну как играл Никита с Валей,",f,48
Sib_08-f_15.56_16.72,Sib_08-f,15.56,16.72,./trimmed/Sib_08-f_15.56_16.72.wav,standart,"(*Маленький когда он был,",f,48
Sib_08-f_16.72_17.97,Sib_08-f,16.72,17.97,./trimmed/Sib_08-f_16.72_17.97.wav,standart,с Люком играли они.,f,48
Sib_08-f_17.97_21.46,Sib_08-f,17.97,21.46,./trimmed/Sib_08-f_17.97_21.46.wav,standart,"∙∙∙ То есть ∙∙ игры были такие ∙∙ жёсткие,",f,48
Sib_08-f_21.46_23.89,Sib_08-f,21.46,23.89,./trimmed/Sib_08-f_21.46_23.89.wav,standart,∙∙∙ {СМЕХ} весё-олые!,f,48
Sib_08-f_23.89_25.04,Sib_08-f,23.89,25.04,./trimmed/Sib_08-f_23.89_25.04.wav,standart,∙∙∙ Иногда см= ==,f,48
Sib_08-f_25.04_26.38,Sib_08-f,25.04,26.38,./trimmed/Sib_08-f_25.04_26.38.wav,standart,"’’ Один раз посмотрела,",f,48
Sib_08-f_26.38_28.03,Sib_08-f,26.38,28.03,./trimmed/Sib_08-f_26.38_28.03.wav,standart,у Никиты полный рот шерсти.,f,48
Sib_08-f_28.03_28.09,Sib_08-f,28.03,28.09,./trimmed/Sib_08-f_28.03_28.09.wav,standart,∙∙ [∙∙ Я говорю],f,48
Sib_08-f_28.52_29.64,Sib_08-f,28.52,29.64,./trimmed/Sib_08-f_28.52_29.64.wav,standart,«[Чт]о случи-илось?!»,f,48
Sib_08-f_29.64_32.18,Sib_08-f,29.64,32.18,./trimmed/Sib_08-f_29.64_32.18.wav,standart,∙∙ {СМЕХ0.23} ∙∙ «А зачем говорит он меня укусил?,f,48
Sib_08-f_32.18_34.35,Sib_08-f,32.18,34.35,./trimmed/Sib_08-f_32.18_34.35.wav,standart,∙∙ Я его в отместку укусил!»,f,48
Sib_08-f_34.35_35.55,Sib_08-f,34.35,35.55,./trimmed/Sib_08-f_34.35_35.55.wav,standart,"∙∙ То есть вот так играют,",f,48
Sib_08-f_35.55_36.83,Sib_08-f,35.55,36.83,./trimmed/Sib_08-f_35.55_36.83.wav,standart,∙∙ на уровне на одном.,f,48
Sib_08-f_36.83_38.6,Sib_08-f,36.83,38.6,./trimmed/Sib_08-f_36.83_38.6.wav,standart,"∙∙∙∙ Что ещё,",f,48
Sib_08-f_38.6_41.5,Sib_08-f,38.6,41.5,./trimmed/Sib_08-f_38.6_41.5.wav,standart,ну с Люком много у нас было ∙∙ интересных историй.,f,48
Sib_08-f_41.5_42.77,Sib_08-f,41.5,42.77,./trimmed/Sib_08-f_41.5_42.77.wav,standart,∙∙∙ Связано.,f,48
Sib_08-f_42.77_46.0,Sib_08-f,42.77,46.0,./trimmed/Sib_08-f_42.77_46.0.wav,standart,"∙∙ Он очень любил грызть ∙∙ деревянные штучки,",f,48
Sib_08-f_46.0_46.66,Sib_08-f,46.0,46.66,./trimmed/Sib_08-f_46.0_46.66.wav,standart,игрушечки:,f,48
Sib_08-f_46.66_47.22,Sib_08-f,46.66,47.22,./trimmed/Sib_08-f_46.66_47.22.wav,standart,"кубики,,,",f,48
Sib_08-f_47.22_48.71,Sib_08-f,47.22,48.71,./trimmed/Sib_08-f_47.22_48.71.wav,standart,∙∙ бочечки от лото...,f,48
Sib_08-f_48.71_52.08,Sib_08-f,48.71,52.08,./trimmed/Sib_08-f_48.71_52.08.wav,standart,"∙∙∙ Как-то Никита гонялся за ним по всей квартире,",f,48
Sib_08-f_52.08_55.17,Sib_08-f,52.08,55.17,./trimmed/Sib_08-f_52.08_55.17.wav,standart,"∙∙ потому что он ∙∙ сожрал бочечку от лото,",f,48
Sib_08-f_55.17_55.96,Sib_08-f,55.17,55.96,./trimmed/Sib_08-f_55.17_55.96.wav,standart,"унёс в пасти,",f,48
Sib_08-f_55.96_56.82,Sib_08-f,55.96,56.82,./trimmed/Sib_08-f_55.96_56.82.wav,standart,но не смог догнать.,f,48
Sib_08-f_56.82_57.39,Sib_08-f,56.82,57.39,./trimmed/Sib_08-f_56.82_57.39.wav,standart,Он её съел.,f,48
Sib_08-f_57.39_58.95,Sib_08-f,57.39,58.95,./trimmed/Sib_08-f_57.39_58.95.wav,standart,∙∙ В лото мы больше не играли.,f,48
Sib_08-f_58.95_61.64,Sib_08-f,58.95,61.64,./trimmed/Sib_08-f_58.95_61.64.wav,standart,∙∙∙∙ Что ещё было?,f,48
Sib_08-f_61.64_66.97,Sib_08-f,61.64,66.97,./trimmed/Sib_08-f_61.64_66.97.wav,standart,∙∙ Как-то они строили с братом с двоюродным ∙∙∙ просто целый город из кубиков.,f,48
Sib_08-f_66.97_68.83,Sib_08-f,66.97,68.83,./trimmed/Sib_08-f_66.97_68.83.wav,standart,Высо-окие большие башни.,f,48
Sib_08-f_68.83_70.81,Sib_08-f,68.83,70.81,./trimmed/Sib_08-f_68.83_70.81.wav,standart,"∙∙∙ Люк тихонечко подошёл,",f,48
Sib_08-f_70.81_72.76,Sib_08-f,70.81,72.76,./trimmed/Sib_08-f_70.81_72.76.wav,standart,"∙∙∙ и взял ве-ерхний кубик,",f,48
Sib_08-f_72.76_73.56,Sib_08-f,72.76,73.56,./trimmed/Sib_08-f_72.76_73.56.wav,standart,"с башенки,",f,48
Sib_08-f_73.56_74.31,Sib_08-f,73.56,74.31,./trimmed/Sib_08-f_73.56_74.31.wav,standart,∙∙ и унёсся!,f,48
Sib_08-f_74.58_76.66,Sib_08-f,74.58,76.66,./trimmed/Sib_08-f_74.58_76.66.wav,standart,∙∙ Мы тоже его не смогли догнать!,f,48
Sib_08-f_76.66_77.96,Sib_08-f,76.66,77.96,./trimmed/Sib_08-f_76.66_77.96.wav,standart,"∙∙ {СМЕХ0.38} .. Ну-у,",f,48
Sib_08-f_77.96_79.26,Sib_08-f,77.96,79.26,./trimmed/Sib_08-f_77.96_79.26.wav,standart,"∙∙ когда он стал старше,",f,48
Sib_08-f_79.26_82.43,Sib_08-f,79.26,82.43,./trimmed/Sib_08-f_79.26_82.43.wav,standart,он очень ∙∙∙ ходил ∙∙ аккура-атненько!,f,48
Sib_08-f_82.43_85.55,Sib_08-f,82.43,85.55,./trimmed/Sib_08-f_82.43_85.55.wav,standart,"∙∙ Мимо ∙∙ всяких построек ходил аккуратно-аккуратно,",f,48
Sib_08-f_85.55_86.56,Sib_08-f,85.55,86.56,./trimmed/Sib_08-f_85.55_86.56.wav,standart,"ничем не задевал,",f,48
Sib_08-f_86.56_87.49,Sib_08-f,86.56,87.49,./trimmed/Sib_08-f_86.56_87.49.wav,standart,ничего не падало.,f,48
Sib_08-f_87.49_88.33,Sib_08-f,87.49,88.33,./trimmed/Sib_08-f_87.49_88.33.wav,standart,Они ему угрожали:,f,48
Sib_08-f_88.33_89.61,Sib_08-f,88.33,89.61,./trimmed/Sib_08-f_88.33_89.61.wav,standart,∙∙ «Только слома-ай Люк!»,f,48
Sib_08-f_89.61_91.92,Sib_08-f,89.61,91.92,./trimmed/Sib_08-f_89.61_91.92.wav,standart,∙∙∙ Но обходилось без жертв.,f,48
Sib_08-f_91.92_94.61,Sib_08-f,91.92,94.61,./trimmed/Sib_08-f_91.92_94.61.wav,standart,∙∙∙∙ Что ещё?,f,48
Sib_08-f_94.61_95.88,Sib_08-f,94.61,95.88,./trimmed/Sib_08-f_94.61_95.88.wav,standart,Какие у нас ещё были?,f,48
Sib_08-f_95.88_98.46,Sib_08-f,95.88,98.46,./trimmed/Sib_08-f_95.88_98.46.wav,standart,∙∙∙ Очень много было смешных историй.,f,48
Sib_08-f_98.46_100.33,Sib_08-f,98.46,100.33,./trimmed/Sib_08-f_98.46_100.33.wav,standart,∙∙ Вот когда появился ваш Максик.,f,48
Sib_08-f_100.33_102.52,Sib_08-f,100.33,102.52,./trimmed/Sib_08-f_100.33_102.52.wav,standart,"∙∙∙∙ Его привезли,",f,48
Sib_08-f_102.52_104.6,Sib_08-f,102.52,104.6,./trimmed/Sib_08-f_102.52_104.6.wav,standart,"∙∙∙ уже он был щеночек,",f,48
Sib_08-f_104.6_106.29,Sib_08-f,104.6,106.29,./trimmed/Sib_08-f_104.6_106.29.wav,standart,ну месяца было ему четыре.,f,48
Sib_08-f_106.29_108.8,Sib_08-f,106.29,108.8,./trimmed/Sib_08-f_106.29_108.8.wav,standart,"∙∙∙ Уже такой хорошенький щеночек,",f,48
Sib_08-f_108.8_110.29,Sib_08-f,108.8,110.29,./trimmed/Sib_08-f_108.8_110.29.wav,standart,∙∙∙ весё-оленький!,f,48
Sib_08-f_110.29_111.88,Sib_08-f,110.29,111.88,./trimmed/Sib_08-f_110.29_111.88.wav,standart,"∙∙ И привезли его сюда,",f,48
Sib_08-f_111.88_113.28,Sib_08-f,111.88,113.28,./trimmed/Sib_08-f_111.88_113.28.wav,standart,"∙∙ и мы пошли гулять в парк,",f,48
Sib_08-f_113.28_114.35,Sib_08-f,113.28,114.35,./trimmed/Sib_08-f_113.28_114.35.wav,standart,∙∙ Люк и Максик...,f,48
Sib_08-f_114.35_116.14,Sib_08-f,114.35,116.14,./trimmed/Sib_08-f_114.35_116.14.wav,standart,"∙∙∙ Как они носились!,",f,48
Sib_08-f_116.14_117.47,Sib_08-f,116.14,117.47,./trimmed/Sib_08-f_116.14_117.47.wav,standart,"какие они были похожие,",f,48
Sib_08-f_117.47_118.51,Sib_08-f,117.47,118.51,./trimmed/Sib_08-f_117.47_118.51.wav,standart,хор-рошенькие!,f,48
Sib_08-f_118.51_120.25,Sib_08-f,118.51,120.25,./trimmed/Sib_08-f_118.51_120.25.wav,standart,"У них и характеры же похожие,",f,48
Sib_08-f_120.25_120.39,Sib_08-f,120.25,120.39,./trimmed/Sib_08-f_120.25_120.39.wav,standart,да?,f,48
Sib_08-f_120.39_122.04,Sib_08-f,120.39,122.04,./trimmed/Sib_08-f_120.39_122.04.wav,standart,"∙∙∙ Два бородатеньких,",f,48
Sib_08-f_122.04_123.66,Sib_08-f,122.04,123.66,./trimmed/Sib_08-f_122.04_123.66.wav,standart,"у одного больша-ая борода,",f,48
Sib_08-f_123.66_123.86,Sib_08-f,123.66,123.86,./trimmed/Sib_08-f_123.66_123.86.wav,standart,"дл[и-инна]я,",f,48
Sib_08-f_124.23_125.72,Sib_08-f,124.23,125.72,./trimmed/Sib_08-f_124.23_125.72.wav,standart,у другого ма-аленькая!,f,48
Sib_08-f_125.72_127.81,Sib_08-f,125.72,127.81,./trimmed/Sib_08-f_125.72_127.81.wav,standart,"∙∙∙ {СМЕХ0.43} ∙∙ Очень весёлые,",f,48
Sib_08-f_127.81_129.169,Sib_08-f,127.81,129.169,./trimmed/Sib_08-f_127.81_129.169.wav,standart,"сначала один з= ‖ за одним,",f,48
Sib_08-f_129.169_130.419,Sib_08-f,129.169,130.419,./trimmed/Sib_08-f_129.169_130.419.wav,standart,∙∙ потом другой ∙∙ за ним...,f,48
Sib_08-f_130.419_133.43,Sib_08-f,130.419,133.43,./trimmed/Sib_08-f_130.419_133.43.wav,standart,"∙∙∙ Ну в общем ∙∙ хорошая семейка была,",f,48
Sib_08-f_133.43_134.23,Sib_08-f,133.43,134.23,./trimmed/Sib_08-f_133.43_134.23.wav,standart,весёленькая...,f,48
Sib_08-f_134.23_136.85,Sib_08-f,134.23,136.85,./trimmed/Sib_08-f_134.23_136.85.wav,standart,"∙∙∙ Мы очень любим вашего Максика,,,",f,48
Sib_08-f_136.85_138.24,Sib_08-f,136.85,138.24,./trimmed/Sib_08-f_136.85_138.24.wav,standart,∙∙ хотим такого же щ[ено]чка...,f,48
Sib_08-f_138.91_140.95,Sib_08-f,138.91,140.95,./trimmed/Sib_08-f_138.91_140.95.wav,standart,{СМЕХ} ∙∙∙ Хватит.,f,48
Sib_09-m_0.0_5.09,Sib_09-m,0.0,5.09,./trimmed/Sib_09-m_0.0_5.09.wav,standart,∙∙ Как мы ∙∙ на заре ∙∙∙ перестройки ∙∙∙ летали ∙∙ на самолётах.,m,41
Sib_09-m_5.09_9.47,Sib_09-m,5.09,9.47,./trimmed/Sib_09-m_5.09_9.47.wav,standart,"∙∙∙∙ {ОТКАШЛИВАНИЕ} ∙∙ Это такая история длинная,",m,41
Sib_09-m_9.47_11.49,Sib_09-m,9.47,11.49,./trimmed/Sib_09-m_9.47_11.49.wav,standart,∙∙ с несколькими эпизодами можно сказать.,m,41
Sib_09-m_11.49_17.63,Sib_09-m,11.49,17.63,./trimmed/Sib_09-m_11.49_17.63.wav,standart,"∙∙∙∙ эээ ’’ ∙∙∙∙ Ну сь= ‖ сейчас уже наверно трудно ‖ ∙∙ əтрудно ∙∙ представить,",m,41
Sib_09-m_17.63_19.77,Sib_09-m,17.63,19.77,./trimmed/Sib_09-m_17.63_19.77.wav,standart,"что-о б-было столпотворение,",m,41
Sib_09-m_19.77_22.15,Sib_09-m,19.77,22.15,./trimmed/Sib_09-m_19.77_22.15.wav,standart,∙∙∙ ээ для того чтобы улететь на самолёты.,m,41
Sib_09-m_22.15_26.23,Sib_09-m,22.15,26.23,./trimmed/Sib_09-m_22.15_26.23.wav,standart,"∙∙∙ То ес-сть в аэропорта́х вообще невозможно было нигде-е ∙∙ приткнуться,",m,41
Sib_09-m_26.23_27.87,Sib_09-m,26.23,27.87,./trimmed/Sib_09-m_26.23_27.87.wav,standart,"∙∙ постоянно очереди стояли,",m,41
Sib_09-m_27.87_30.67,Sib_09-m,27.87,30.67,./trimmed/Sib_09-m_27.87_30.67.wav,standart,∙∙∙ ээээ для того чтобы можно было билетик взять.,m,41
Sib_09-m_30.67_32.86,Sib_09-m,30.67,32.86,./trimmed/Sib_09-m_30.67_32.86.wav,standart,∙∙∙ Чего-то вообще просто-о <какое-то | какой-то> ~,m,41
Sib_09-m_32.86_33.64,Sib_09-m,32.86,33.64,./trimmed/Sib_09-m_32.86_33.64.wav,standart,∙∙∙ Наташ@,m,41
Sib_09-m_33.64_34.09,Sib_09-m,33.64,34.09,./trimmed/Sib_09-m_33.64_34.09.wav,standart,"ты помнишь же,",m,41
Sib_09-m_34.09_34.28,Sib_09-m,34.09,34.28,./trimmed/Sib_09-m_34.09_34.28.wav,standart,да?,m,41
Sib_09-m_34.28_37.21,Sib_09-m,34.28,37.21,./trimmed/Sib_09-m_34.28_37.21.wav,standart,∙∙∙∙ {ВЗДОХ} И-и ==,m,41
Sib_09-m_37.21_40.64,Sib_09-m,37.21,40.64,./trimmed/Sib_09-m_37.21_40.64.wav,standart,∙∙ ээ А-а нам надо было летать эээ ∙∙ достаточно часто.,m,41
Sib_09-m_40.64_43.14,Sib_09-m,40.64,43.14,./trimmed/Sib_09-m_40.64_43.14.wav,standart,"∙∙ То есть вот мы-ы как раз в Улан-Удэ ставили систему,",m,41
Sib_09-m_43.14_44.15,Sib_09-m,43.14,44.15,./trimmed/Sib_09-m_43.14_44.15.wav,standart,"∙∙∙ свою,",m,41
Sib_09-m_44.15_48.23,Sib_09-m,44.15,48.23,./trimmed/Sib_09-m_44.15_48.23.wav,standart,∙∙ эээ ’’ и-и мне надо было в командировку туда ле= ‖ достаточно часто летать.,m,41
Sib_09-m_48.23_53.44,Sib_09-m,48.23,53.44,./trimmed/Sib_09-m_48.23_53.44.wav,standart,∙∙∙∙ И-и ’’ ∙∙ пришлос-сь ∙∙ ээ взять ∙∙∙ на работу —,m,41
Sib_09-m_53.44_54.04,Sib_09-m,53.44,54.04,./trimmed/Sib_09-m_53.44_54.04.wav,standart,"∙∙ ну во-от,",m,41
Sib_09-m_54.04_58.32,Sib_09-m,54.04,58.32,./trimmed/Sib_09-m_54.04_58.32.wav,standart,"∙∙ ээ ’’ ∙∙ как бы ∙∙ əна-а ‖ по совместительству на естественно такую,",m,41
Sib_09-m_58.32_61.85,Sib_09-m,58.32,61.85,./trimmed/Sib_09-m_58.32_61.85.wav,standart,"∙∙ на-а {ОТКАШЛИВАНИЕ} ∙∙∙ {СГЛАТЫВАНИЕ} на неофициальную работу,",m,41
Sib_09-m_61.85_62.59,Sib_09-m,61.85,62.59,./trimmed/Sib_09-m_61.85_62.59.wav,standart,"— одного человека,",m,41
Sib_09-m_62.59_64.41,Sib_09-m,62.59,64.41,./trimmed/Sib_09-m_62.59_64.41.wav,standart,"∙∙ которы-ый работал в аэропорту,",m,41
Sib_09-m_64.41_65.11,Sib_09-m,64.41,65.11,./trimmed/Sib_09-m_64.41_65.11.wav,standart,в Толмачёво.,m,41
Sib_09-m_65.11_70.23,Sib_09-m,65.11,70.23,./trimmed/Sib_09-m_65.11_70.23.wav,standart,"∙∙∙ эээ И-и’ у него была ∙∙∙ единственная обязанность,",m,41
Sib_09-m_70.23_74.54,Sib_09-m,70.23,74.54,./trimmed/Sib_09-m_70.23_74.54.wav,standart,∙∙ это-о любыми средствами п= ээ ‖ посадить на-ас на-а самолёт.,m,41
Sib_09-m_74.54_78.13,Sib_09-m,74.54,78.13,./trimmed/Sib_09-m_74.54_78.13.wav,standart,"∙∙∙ То есть ээ ∙∙ к= ээ ‖ если даже нету билетов,",m,41
Sib_09-m_78.13_78.54,Sib_09-m,78.13,78.54,./trimmed/Sib_09-m_78.13_78.54.wav,standart,"неважно,",m,41
Sib_09-m_78.54_80.22,Sib_09-m,78.54,80.22,./trimmed/Sib_09-m_78.54_80.22.wav,standart,"то есть он должен сам придумать что-нибудь,",m,41
Sib_09-m_80.22_82.08,Sib_09-m,80.22,82.08,./trimmed/Sib_09-m_80.22_82.08.wav,standart,"∙∙∙ и-и хочешь не хочешь,,,",m,41
Sib_09-m_82.08_83.28,Sib_09-m,82.08,83.28,./trimmed/Sib_09-m_82.08_83.28.wav,standart,но-о посадить на самолёт.,m,41
Sib_09-m_83.28_86.13,Sib_09-m,83.28,86.13,./trimmed/Sib_09-m_83.28_86.13.wav,standart,∙∙∙ Ну и вот мы ∙∙ однажды полетели —,m,41
Sib_09-m_86.13_87.68,Sib_09-m,86.13,87.68,./trimmed/Sib_09-m_86.13_87.68.wav,standart,"∙(0.42) ээ надо было вылететь,",m,41
Sib_09-m_87.68_89.57,Sib_09-m,87.68,89.57,./trimmed/Sib_09-m_87.68_89.57.wav,standart,"— ∙∙∙ эээ самолётом,,,",m,41
Sib_09-m_89.57_91.38,Sib_09-m,89.57,91.38,./trimmed/Sib_09-m_89.57_91.38.wav,standart,"∙∙ билетов естественно не было,",m,41
Sib_09-m_91.38_96.22,Sib_09-m,91.38,96.22,./trimmed/Sib_09-m_91.38_96.22.wav,standart,∙∙ ну и он ∙∙∙ эээ ’’ ∙∙ после долгих размышлений —,m,41
Sib_09-m_96.22_98.67,Sib_09-m,96.22,98.67,./trimmed/Sib_09-m_96.22_98.67.wav,standart,∙∙ {СМЕХ} ∙∙ {СМЕХ} ∙∙∙ (Чего ты?),m,41
Sib_09-m_98.67_105.61,Sib_09-m,98.67,105.61,./trimmed/Sib_09-m_98.67_105.61.wav,standart,— {СМЕХ} ∙∙ {СМЕХ} ∙∙∙ посадил нас ∙∙ əв кабину ‖ ∙∙∙ в кабину’ эээ ∙∙ к ээ ‖ к пилотам.,m,41
Sib_09-m_105.61_107.29,Sib_09-m,105.61,107.29,./trimmed/Sib_09-m_105.61_107.29.wav,standart,∙∙∙∙ Не рассказывал?,m,41
Sib_09-m_107.29_109.06,Sib_09-m,107.29,109.06,./trimmed/Sib_09-m_107.29_109.06.wav,standart,∙∙∙∙ Рассказывал?,m,41
Sib_09-m_109.06_110.0,Sib_09-m,109.06,110.0,./trimmed/Sib_09-m_109.06_110.0.wav,standart,∙∙ Ну вот.,m,41
Sib_09-m_110.0_111.59,Sib_09-m,110.0,111.59,./trimmed/Sib_09-m_110.0_111.59.wav,standart,∙∙ эээ ∙∙ И-и ==,m,41
Sib_09-m_111.59_112.16,Sib_09-m,111.59,112.16,./trimmed/Sib_09-m_111.59_112.16.wav,standart,"Ага-а,",m,41
Sib_09-m_112.16_113.88,Sib_09-m,112.16,113.88,./trimmed/Sib_09-m_112.16_113.88.wav,standart,"{СМЕХ} вот так же как в фильме в этом,",m,41
Sib_09-m_113.88_115.46,Sib_09-m,113.88,115.46,./trimmed/Sib_09-m_113.88_115.46.wav,standart,"∙∙ эээ как его-о,",m,41
Sib_09-m_115.46_115.86,Sib_09-m,115.46,115.86,./trimmed/Sib_09-m_115.46_115.86.wav,standart,"“Догнать”?,",m,41
Sib_09-m_115.86_116.74,Sib_09-m,115.86,116.74,./trimmed/Sib_09-m_115.86_116.74.wav,standart,и летели вот с этим ==,m,41
Sib_09-m_116.74_119.03,Sib_09-m,116.74,119.03,./trimmed/Sib_09-m_116.74_119.03.wav,standart,∙∙∙ эээ “Меня не догонишь”?,m,41
Sib_09-m_119.03_119.38,Sib_09-m,119.03,119.38,./trimmed/Sib_09-m_119.03_119.38.wav,standart,Нет.,m,41
Sib_09-m_120.91_121.05,Sib_09-m,120.91,121.05,./trimmed/Sib_09-m_120.91_121.05.wav,standart,"А-а!,",m,41
Sib_09-m_121.05_121.81,Sib_09-m,121.05,121.81,./trimmed/Sib_09-m_121.05_121.81.wav,standart,“Поймай если сможешь”.,m,41
Sib_09-m_121.81_122.38,Sib_09-m,121.81,122.38,./trimmed/Sib_09-m_121.81_122.38.wav,standart,Вот-вот.,m,41
Sib_09-m_122.38_128.97,Sib_09-m,122.38,128.97,./trimmed/Sib_09-m_122.38_128.97.wav,standart,"{СМЕХ} ∙∙∙ ээ З= ‖ завели нас əвдвоём эээ в кабину самолёта,",m,41
Sib_09-m_128.97_130.789,Sib_09-m,128.97,130.789,./trimmed/Sib_09-m_128.97_130.789.wav,standart,∙∙ и-и ∙∙ тоже <так сказать> говорят:,m,41
Sib_09-m_130.789_131.31,Sib_09-m,130.789,131.31,./trimmed/Sib_09-m_130.789_131.31.wav,standart,"«Садитесь¡»,",m,41
Sib_09-m_131.31_133.31,Sib_09-m,131.31,133.31,./trimmed/Sib_09-m_131.31_133.31.wav,standart,а где ‖ а где са= ‖ где с= ‖ садиться-то!?,m,41
Sib_09-m_133.31_134.13,Sib_09-m,133.31,134.13,./trimmed/Sib_09-m_133.31_134.13.wav,standart,∙∙ Ну тоже:,m,41
Sib_09-m_134.13_134.37,Sib_09-m,134.13,134.37,./trimmed/Sib_09-m_134.13_134.37.wav,standart,"ладно,",m,41
Sib_09-m_134.37_134.93,Sib_09-m,134.37,134.93,./trimmed/Sib_09-m_134.37_134.93.wav,standart,"оказывается,",m,41
Sib_09-m_134.93_136.58,Sib_09-m,134.93,136.58,./trimmed/Sib_09-m_134.93_136.58.wav,standart,"ээ одно сидение-е откидное есть,",m,41
Sib_09-m_136.58_139.01,Sib_09-m,136.58,139.01,./trimmed/Sib_09-m_136.58_139.01.wav,standart,"тоже так же как ээ ∙∙ там ∙∙ в кино,",m,41
Sib_09-m_139.01_140.48,Sib_09-m,139.01,140.48,./trimmed/Sib_09-m_139.01_140.48.wav,standart,а-а второго сидения нету!,m,41
Sib_09-m_140.48_142.54,Sib_09-m,140.48,142.54,./trimmed/Sib_09-m_140.48_142.54.wav,standart,"∙∙ Ну-у и-и мы по очереди сидели,",m,41
Sib_09-m_142.54_144.99,Sib_09-m,142.54,144.99,./trimmed/Sib_09-m_142.54_144.99.wav,standart,"так сказать один на-а ээ э-этом откидном сидит,",m,41
Sib_09-m_144.99_146.14,Sib_09-m,144.99,146.14,./trimmed/Sib_09-m_144.99_146.14.wav,standart,ээ а-а один на-а полу.,m,41
Sib_09-m_146.14_151.79,Sib_09-m,146.14,151.79,./trimmed/Sib_09-m_146.14_151.79.wav,standart,∙∙∙ Но-о эээ ∙∙ с другой стороны ∙∙∙ ээ зато-о’ посмотрели все этапы.,m,41
Sib_09-m_151.79_152.57,Sib_09-m,151.79,152.57,./trimmed/Sib_09-m_151.79_152.57.wav,standart,∙∙ Подготовки:,m,41
Sib_09-m_152.57_153.58,Sib_09-m,152.57,153.58,./trimmed/Sib_09-m_152.57_153.58.wav,standart,"как əвыруливали,,,",m,41
Sib_09-m_153.58_156.48,Sib_09-m,153.58,156.48,./trimmed/Sib_09-m_153.58_156.48.wav,standart,"и как там они ∙∙ ээ и-и с з-землёй общались,,,",m,41
Sib_09-m_156.48_157.53,Sib_09-m,156.48,157.53,./trimmed/Sib_09-m_156.48_157.53.wav,standart,как они взлетали...,m,41
Sib_09-m_157.53_159.47,Sib_09-m,157.53,159.47,./trimmed/Sib_09-m_157.53_159.47.wav,standart,∙∙ То есть это вообще конечно было красота!,m,41
Sib_09-m_159.47_161.13,Sib_09-m,159.47,161.13,./trimmed/Sib_09-m_159.47_161.13.wav,standart,"∙∙ Потом когда они уже летели,",m,41
Sib_09-m_161.13_162.99,Sib_09-m,161.13,162.99,./trimmed/Sib_09-m_161.13_162.99.wav,standart,∙∙∙ {ОТКАШЛИВАНИЕ} я-а ==,m,41
Sib_09-m_162.99_167.42,Sib_09-m,162.99,167.42,./trimmed/Sib_09-m_162.99_167.42.wav,standart,"’’ и ээ ∙∙ там ∙∙ ээ стюардесса ∙∙∙ им принесла ∙∙∙ кофе там,,,",m,41
Sib_09-m_167.42_168.14,Sib_09-m,167.42,168.14,./trimmed/Sib_09-m_167.42_168.14.wav,standart,"ещё что-то,,,",m,41
Sib_09-m_168.14_168.68,Sib_09-m,168.14,168.68,./trimmed/Sib_09-m_168.14_168.68.wav,standart,"∙∙ ну,",m,41
Sib_09-m_168.68_169.58,Sib_09-m,168.68,169.58,./trimmed/Sib_09-m_168.68_169.58.wav,standart,"заодно и нам тоже,",m,41
Sib_09-m_169.58_172.16,Sib_09-m,169.58,172.16,./trimmed/Sib_09-m_169.58_172.16.wav,standart,{СМЕХ} ∙∙ {СМЕХ} попутчикам= ‖ {СМЕХ} пассажирам.,m,41
Sib_09-m_172.16_176.87,Sib_09-m,172.16,176.87,./trimmed/Sib_09-m_172.16_176.87.wav,standart,∙∙ {СМЕХ} ∙∙ ээ И-и’ {ОТКАШЛИВАНИЕ} ∙∙ мм ∙∙ потом уже так переговаривались там:,m,41
Sib_09-m_176.87_178.37,Sib_09-m,176.87,178.37,./trimmed/Sib_09-m_176.87_178.37.wav,standart,"«Пролетаем над Красноярском,,,",m,41
Sib_09-m_178.37_179.0,Sib_09-m,178.37,179.0,./trimmed/Sib_09-m_178.37_179.0.wav,standart,Иркутском.»...,m,41
